北海道1区,横路 孝弘,73,民主,前
北海道1区,野呂田 博之,56,共産,新
北海道1区,船橋 利実,54,自民,前
北海道1区,飯田 佳宏,41,無所,新
北海道2区,吉川 貴盛,64,自民,前
北海道2区,池田 真紀,42,無所,新
北海道2区,松木 謙公,55,維新,元
北海道2区,金倉 昌俊,40,共産,新
北海道3区,荒井 聰,68,民主,前
北海道3区,吉岡 弘子,63,共産,新
北海道3区,小和田 康文,44,維新,新
北海道3区,高木 宏寿,54,自民,前
北海道4区,鉢呂 吉雄,66,民主,元
北海道4区,酒井 隆裕,40,共産,新
北海道4区,中村 裕之,53,自民,前
北海道5区,鈴木 龍次,54,共産,新
北海道5区,勝部 賢志,55,民主,新
北海道5区,町村 信孝,70,自民,前
北海道6区,佐々木 隆博,65,民主,元
北海道6区,荻生 和敏,65,共産,新
北海道6区,今津 寛,68,自民,前
北海道7区,鈴木 貴子,28,民主,前
北海道7区,石川 明美,63,共産,新
北海道7区,伊東 良孝,66,自民,前
北海道8区,原田 有康,66,共産,新
北海道8区,逢坂 誠二,55,民主,元
北海道8区,前田 一男,48,自民,前
北海道9区,山岡 達丸,35,民主,元
北海道9区,工藤 良一,60,共産,新
北海道9区,堀井 学,42,自民,前
北海道10区,木村 賢治,63,共産,新
北海道10区,神谷 裕,46,民主,新
北海道10区,稲津 久,56,公明,前
北海道11区,三津 丈夫,68,民主,新
北海道11区,畑中 庸助,63,共産,新
北海道11区,中川 郁子,55,自民,前
北海道12区,水上 美華,32,民主,新
北海道12区,武部 新,44,自民,前
北海道12区,菅原 誠,41,共産,新
青森県1区,津島 淳,48,自民,前
青森県1区,吉俣 洋,40,共産,新
青森県1区,升田 世喜男,57,維新,新
青森県2区,江渡 聡徳,59,自民,前
青森県2区,中野渡 詔子,44,維新,元
青森県2区,小笠原 良子,65,共産,新
青森県3区,田名部 匡代,45,民主,元
青森県3区,大島 理森,68,自民,前
青森県3区,松橋 三夫,65,共産,新
青森県4区,木村 太郎,49,自民,前
青森県4区,山内 崇,59,民主,新
青森県4区,千葉 浩規,53,共産,新
岩手県1区,細川 光正,65,社民,新
岩手県1区,階 猛,48,民主,前
岩手県1区,吉田 恭子,33,共産,新
岩手県1区,高橋 比奈子,56,自民,前
岩手県2区,畑 浩治,51,生活,前
岩手県2区,久保 幸男,56,共産,新
岩手県2区,鈴木 俊一,61,自民,前
岩手県3区,橋本 英教,47,自民,前
岩手県3区,黄川田 徹,61,民主,前
岩手県3区,菊池 幸夫,55,共産,新
岩手県4区,藤原 崇,31,自民,前
岩手県4区,高橋 綱記,67,共産,新
岩手県4区,小沢 一郎,72,生活,前
宮城県1区,土井 亨,56,自民,前
宮城県1区,松井 秀明,46,共産,新
宮城県1区,郡 和子,57,民主,前
宮城県2区,増元 照明,59,次世,新
宮城県2区,桑島 崇史,35,社民,新
宮城県2区,林 宙紀,37,維新,前
宮城県2区,大内 真理,36,共産,新
宮城県2区,秋葉 賢也,52,自民,前
宮城県3区,橋本 清仁,43,民主,元
宮城県3区,西村 明宏,54,自民,前
宮城県3区,吉田 剛,33,共産,新
宮城県4区,小高 洋,34,共産,新
宮城県4区,伊藤 信太郎,61,自民,前
宮城県4区,井戸 正枝,49,民主,元
宮城県5区,安住 淳,52,民主,前
宮城県5区,高村 直也,31,共産,新
宮城県5区,勝沼 栄明,40,自民,前
宮城県6区,小野寺 五典,54,自民,前
宮城県6区,鎌田 さゆり,49,民主,元
宮城県6区,内藤 隆司,56,共産,新
秋田県1区,伊藤 正通,63,社民,新
秋田県1区,冨樫 博之,59,自民,前
秋田県1区,寺田 学,38,民主,元
秋田県1区,山内 梅良,66,共産,新
秋田県2区,緑川 貴士,29,民主,新
秋田県2区,藤本 金治,68,共産,新
秋田県2区,金田 勝年,65,自民,前
秋田県3区,村岡 敏英,54,維新,前
秋田県3区,我妻 桂子,60,共産,新
秋田県3区,御法川 信英,50,自民,前
山形県1区,石川 渉,41,共産,新
山形県1区,遠藤 利明,64,自民,前
山形県1区,原田 和広,41,民主,新
山形県2区,近藤 洋介,49,民主,前
山形県2区,白根沢 澄子,64,共産,新
山形県2区,鈴木 憲和,32,自民,前
山形県3区,阿部 寿一,55,無所,前
山形県3区,吉田 大成,45,民主,新
山形県3区,長谷川 剛,36,共産,新
山形県3区,加藤 鮎子,35,自民,新
山形県3区,佐藤 誠,66,無所,新
福島県1区,金子 恵美,49,民主,新
福島県1区,亀岡 偉民,59,自民,前
福島県1区,渡部 保子,72,共産,新
福島県2区,平 善彦,62,共産,新
福島県2区,根本 匠,63,自民,前
福島県2区,岡部 光規,46,民主,新
福島県3区,上杉 謙太郎,39,自民,新
福島県3区,玄葉 光一郎,50,民主,前
福島県3区,横田 洋子,56,共産,新
福島県4区,菅家 一郎,59,自民,前
福島県4区,田中 和加子,58,共産,新
福島県4区,小熊 慎司,46,維新,前
福島県4区,小川 右善,65,社民,新
福島県5区,吉田 英策,55,共産,新
福島県5区,吉田 泉,65,民主,前
福島県5区,吉野 正芳,66,自民,前
茨城県1区,大内 久美子,65,共産,新
茨城県1区,福島 伸享,44,民主,元
茨城県1区,田所 嘉徳,60,自民,前
茨城県2区,額賀 福志郎,70,自民,前
茨城県2区,川井 宏子,49,共産,新
茨城県3区,葉梨 康弘,55,自民,前
茨城県3区,小林 恭子,64,共産,新
茨城県3区,石井 章,57,維新,元
茨城県4区,高野 守,55,民主,元
茨城県4区,堀江 鶴治,73,共産,新
茨城県4区,梶山 弘志,59,自民,前
茨城県4区,木村 隆,63,無所,新
茨城県5区,福田 明,58,共産,新
茨城県5区,石川 昭政,42,自民,前
茨城県5区,大畠 章宏,67,民主,前
茨城県6区,井上 圭一,52,共産,新
茨城県6区,丹羽 雄哉,70,自民,前
茨城県6区,青山 大人,35,民主,新
茨城県7区,中村 喜四郎,65,無所,前
茨城県7区,永岡 桂子,61,自民,前
茨城県7区,白畑 勇,62,共産,新
栃木県1区,船田 元,61,自民,前
栃木県1区,野村 節子,61,共産,新
栃木県1区,柏倉 祐司,45,民主,前
栃木県2区,福田 昭夫,66,民主,前
栃木県2区,西川 公也,71,自民,前
栃木県2区,阿部 秀実,55,共産,新
栃木県3区,簗 和生,35,自民,前
栃木県3区,秋山 幸子,63,共産,新
栃木県3区,渡辺 喜美,62,無所,前
栃木県4区,佐藤 勉,62,自民,前
栃木県4区,藤岡 隆雄,37,民主,新
栃木県4区,山崎 寿彦,62,共産,新
栃木県5区,茂木 敏充,59,自民,前
栃木県5区,川上 均,58,共産,新
群馬県1区,佐田 玄一郎,61,自民,前
群馬県1区,上野 宏史,43,無所,前
群馬県1区,宮崎 岳志,44,民主,元
群馬県1区,店橋 世津子,53,共産,新
群馬県2区,石関 貴史,42,維新,前
群馬県2区,井野 俊郎,34,自民,前
群馬県2区,藤掛 順恒,68,共産,新
群馬県3区,長谷川 嘉一,62,民主,新
群馬県3区,笹川 博義,48,自民,前
群馬県3区,渋沢 哲男,55,共産,新
群馬県4区,萩原 貞夫,65,共産,新
群馬県4区,福田 達夫,47,自民,前
群馬県5区,糸井 洋,46,共産,新
群馬県5区,小渕 優子,41,自民,前
群馬県5区,小林 人志,63,社民,新
埼玉県1区,松村 敏夫,40,共産,新
埼玉県1区,村井 英樹,34,自民,前
埼玉県1区,武正 公一,53,民主,前
埼玉県1区,松本 翔,29,社民,新
埼玉県2区,新藤 義孝,56,自民,前
埼玉県2区,奥田 智子,46,共産,新
埼玉県3区,宮川 雅之,40,共産,新
埼玉県3区,細川 律夫,71,民主,元
埼玉県3区,黄川田 仁志,44,自民,前
埼玉県4区,豊田 真由子,40,自民,前
埼玉県4区,桜井 晴子,58,共産,新
埼玉県4区,神風 英男,53,民主,元
埼玉県5区,山本 悠子,62,共産,新
埼玉県5区,牧原 秀樹,43,自民,前
埼玉県5区,枝野 幸男,50,民主,前
埼玉県6区,大島 敦,57,民主,前
埼玉県6区,戸口 佐一,64,共産,新
埼玉県6区,中根 一幸,45,自民,前
埼玉県7区,根本 千裕,55,次世,新
埼玉県7区,神山 佐市,60,自民,前
埼玉県7区,長沼 チネ,64,共産,新
埼玉県7区,小宮山 泰子,49,民主,前
埼玉県8区,小野塚 勝俊,42,民主,元
埼玉県8区,辻 源巳,43,共産,新
埼玉県8区,柴山 昌彦,49,自民,前
埼玉県9区,大塚 拓,41,自民,前
埼玉県9区,広森 すみ子,66,共産,新
埼玉県9区,青柳 仁士,36,維新,新
埼玉県10区,石井 祐一,63,共産,新
埼玉県10区,坂本 祐之輔,59,維新,前
埼玉県10区,山口 泰明,66,自民,前
埼玉県11区,柴岡 祐真,30,共産,新
埼玉県11区,小泉 龍司,62,無所,前
埼玉県11区,今野 智博,39,自民,前
埼玉県12区,森田 俊和,40,次世,新
埼玉県12区,野中 厚,38,自民,前
埼玉県12区,本多 平直,50,民主,元
埼玉県12区,鈴木 千賀子,59,共産,新
埼玉県13区,山内 康一,41,民主,前
埼玉県13区,土屋 品子,62,自民,前
埼玉県13区,秋山 文和,67,共産,新
埼玉県13区,中村 匡志,37,次世,新
埼玉県14区,鈴木 義弘,52,維新,前
埼玉県14区,三ツ林 裕巳,59,自民,前
埼玉県14区,苗村 光雄,58,共産,新
埼玉県15区,高山 智司,44,民主,元
埼玉県15区,田村 勉,66,共産,新
埼玉県15区,田中 良生,51,自民,前
千葉県1区,門山 宏哲,50,自民,前
千葉県1区,田嶋 要,53,民主,前
千葉県1区,吉田 直義,27,共産,新
千葉県1区,田沼 隆志,38,次世,前
千葉県2区,小松 実,66,共産,新
千葉県2区,小林 鷹之,40,自民,前
千葉県2区,藤巻 健太,31,維新,新
千葉県3区,松野 博一,52,自民,前
千葉県3区,岡島 一正,57,生活,元
千葉県3区,青山 明日香,32,民主,新
千葉県3区,椛沢 洋平,35,共産,新
千葉県4区,西尾 憲一,64,無所,新
千葉県4区,木村 哲也,45,自民,新
千葉県4区,野田 佳彦,57,民主,前
千葉県4区,斉藤 和子,40,共産,新
千葉県5区,村越 祐民,40,民主,元
千葉県5区,薗浦 健太郎,42,自民,前
千葉県5区,浅野 史子,44,共産,新
千葉県5区,石田 和男,77,無所,新
千葉県6区,三輪 由美,59,共産,新
千葉県6区,渡辺 博道,64,自民,前
千葉県6区,遠藤 宣彦,51,次世,元
千葉県6区,生方 幸夫,67,民主,前
千葉県7区,渡部 隆夫,71,共産,新
千葉県7区,阿部 治正,60,社民,新
千葉県7区,石塚 貞通,47,維新,新
千葉県7区,斎藤 健,55,自民,前
千葉県8区,太田 和美,35,維新,元
千葉県8区,桜田 義孝,64,自民,前
千葉県8区,小野里 定良,67,共産,新
千葉県9区,秋本 真利,39,自民,前
千葉県9区,鴨志田 安代,59,共産,新
千葉県9区,西田 譲,39,次世,前
千葉県9区,奥野 総一郎,50,民主,前
千葉県10区,笠原 正実,60,共産,新
千葉県10区,谷田川 元,51,民主,元
千葉県10区,林 幹雄,67,自民,前
千葉県11区,椎名 史明,57,共産,新
千葉県11区,森 英介,66,自民,前
千葉県11区,金子 健一,57,生活,元
千葉県12区,浜田 靖一,59,自民,前
千葉県12区,米本 展久,63,共産,新
千葉県13区,中川 勝敏,68,共産,新
千葉県13区,若井 康彦,68,民主,前
千葉県13区,白須賀 貴樹,39,自民,前
東京都1区,渡辺 徹,36,次世,新
東京都1区,冨田 直樹,38,共産,新
東京都1区,又吉 光雄,70,諸派,新
東京都1区,海江田 万里,65,民主,前
東京都1区,山田 美樹,40,自民,前
東京都1区,野崎 孝信,27,無所,新
東京都2区,辻 清人,35,自民,前
東京都2区,石沢 憲之,27,共産,新
東京都2区,大熊 利昭,51,維新,前
東京都2区,中山 義活,69,民主,元
東京都2区,犬丸 勝子,59,諸派,新
東京都3区,松原 仁,58,民主,前
東京都3区,石原 宏高,50,自民,前
東京都3区,香西 克介,38,共産,新
東京都4区,犬伏 秀一,58,次世,新
東京都4区,平 将明,47,自民,前
東京都4区,藤田 憲彦,41,民主,元
東京都4区,山本 純平,40,共産,新
東京都5区,若宮 健嗣,53,自民,前
東京都5区,三谷 英弘,38,無所,前
東京都5区,手塚 仁雄,48,民主,元
東京都5区,ドクター・中松,86,無所,新
東京都5区,沢井 正代,65,共産,新
東京都6区,岸 武志,43,共産,新
東京都6区,越智 隆雄,50,自民,前
東京都6区,落合 貴之,35,維新,新
東京都7区,太田 宜興,38,共産,新
東京都7区,長妻 昭,54,民主,前
東京都7区,吉田 康一郎,47,次世,新
東京都7区,松本 文明,65,自民,前
東京都8区,円 より子,67,民主,新
東京都8区,鈴木 達夫,74,無所,新
東京都8区,石原 伸晃,57,自民,前
東京都8区,沢田 真吾,29,共産,新
東京都9区,菅原 一秀,52,自民,前
東京都9区,原 純子,50,共産,新
東京都9区,木内 孝胤,48,維新,元
東京都10区,江端 貴子,54,民主,元
東京都10区,小池 百合子,62,自民,前
東京都10区,多ケ谷 亮,46,生活,新
東京都10区,神谷 ちづ子,61,次世,新
東京都10区,今 秀子,66,共産,新
東京都11区,下村 芽生,27,無所,新
東京都11区,下村 博文,60,自民,前
東京都11区,山内 金久,66,共産,新
東京都11区,熊木 美奈子,53,民主,新
東京都12区,太田 昭宏,69,公明,前
東京都12区,池内 沙織,32,共産,新
東京都12区,田母神 俊雄,66,次世,新
東京都12区,青木 愛,49,生活,前
東京都13区,鴨下 一郎,65,自民,前
東京都13区,長谷川 貴子,41,民主,新
東京都13区,祖父江 元希,39,共産,新
東京都13区,和田 智之,40,次世,新
東京都14区,木村 剛司,43,民主,元
東京都14区,松島 みどり,58,自民,前
東京都14区,阿藤 和之,43,共産,新
東京都15区,猪野 隆,49,無所,新
東京都15区,柿沢 未途,43,維新,前
東京都15区,秋元 司,43,自民,前
東京都15区,吉田 年男,66,共産,新
東京都16区,大西 英男,68,自民,前
東京都16区,初鹿 明博,45,維新,元
東京都16区,岡本 貴士,34,無所,新
東京都16区,大田 朝子,30,共産,新
東京都16区,石井 義哲,57,次世,新
東京都17区,新井 杉生,55,共産,新
東京都17区,高橋 美穂,49,維新,前
東京都17区,平沢 勝栄,69,自民,前
東京都18区,土屋 正忠,72,自民,前
東京都18区,菅 直人,68,民主,前
東京都18区,結城 亮,44,共産,新
東京都19区,小泉 民未嗣,36,共産,新
東京都19区,山田 宏,56,次世,前
東京都19区,末松 義規,58,民主,元
東京都19区,松本 洋平,41,自民,前
東京都20区,池田 真理子,60,共産,新
東京都20区,竹田 光明,59,民主,元
東京都20区,木原 誠二,44,自民,前
東京都21区,長島 昭久,52,民主,前
東京都21区,小田原 潔,50,自民,前
東京都21区,吉岡 正史,40,共産,新
東京都22区,山花 郁夫,47,民主,元
東京都22区,伊藤 達也,53,自民,前
東京都22区,坂内 淳,53,共産,新
東京都22区,鹿野 晃,41,次世,新
東京都23区,小倉 将信,33,自民,前
東京都23区,櫛渕 万里,47,民主,元
東京都23区,松村 亮佑,34,共産,新
東京都23区,伊藤 俊輔,35,維新,新
東京都24区,阿久津 幸彦,58,民主,元
東京都24区,市川 克宏,40,共産,新
東京都24区,萩生田 光一,51,自民,前
東京都24区,藤井 義裕,39,次世,新
東京都25区,井上 信治,45,自民,前
東京都25区,山下 容子,56,民主,新
東京都25区,井上 宣,40,共産,新
神奈川県1区,明石 行夫,55,共産,新
神奈川県1区,松本 純,64,自民,前
神奈川県1区,篠原 豪,39,維新,新
神奈川県2区,三輪 智恵美,60,共産,新
神奈川県2区,菅 義偉,66,自民,前
神奈川県2区,岡本 幸三,54,生活,新
神奈川県3区,勝又 恒一郎,52,民主,元
神奈川県3区,横田 光弘,57,次世,新
神奈川県3区,木佐木 忠晶,30,共産,新
神奈川県3区,小此木 八郎,49,自民,前
神奈川県4区,山本 朋広,39,自民,前
神奈川県4区,浅尾 慶一郎,50,無所,前
神奈川県4区,荻原 隆宏,44,無所,新
神奈川県4区,加藤 勝広,70,共産,新
神奈川県5区,坂井 学,49,自民,前
神奈川県5区,水戸 将史,52,維新,新
神奈川県5区,後藤田 弥生,48,無所,新
神奈川県5区,河野 敏久,58,次世,新
神奈川県5区,横山 征吾,43,共産,新
神奈川県6区,青柳 陽一郎,45,維新,前
神奈川県6区,三村 和也,39,民主,元
神奈川県6区,上田 勇,56,公明,前
神奈川県6区,北谷 真利,53,共産,新
神奈川県7区,鈴木 馨祐,37,自民,前
神奈川県7区,豊田 有希,39,維新,新
神奈川県7区,大山 奈々子,51,共産,新
神奈川県7区,松田 学,57,次世,前
神奈川県7区,中谷 一馬,31,民主,新
神奈川県8区,江田 憲司,58,維新,前
神奈川県8区,若林 靖久,29,共産,新
神奈川県8区,福田 峰之,50,自民,前
神奈川県9区,中山 展宏,46,自民,前
神奈川県9区,堀口 望,38,共産,新
神奈川県9区,笠 浩史,49,民主,前
神奈川県9区,椎名 毅,39,維新,前
神奈川県10区,城島 光力,67,民主,元
神奈川県10区,中野 智裕,56,共産,新
神奈川県10区,田中 和徳,65,自民,前
神奈川県11区,瀬戸 和弘,62,共産,新
神奈川県11区,小泉 進次郎,33,自民,前
神奈川県12区,甘粕 和彦,31,次世,新
神奈川県12区,星野 剛士,51,自民,前
神奈川県12区,味村 耕太郎,25,共産,新
神奈川県12区,阿部 知子,66,民主,前
神奈川県13区,甘利 明,65,自民,前
神奈川県13区,高久 良美,60,共産,新
神奈川県13区,伊藤 優太,29,維新,新
神奈川県14区,赤間 二郎,46,自民,前
神奈川県14区,中本 太衛,49,次世,元
神奈川県14区,中野渡 旬,66,共産,新
神奈川県14区,本村 賢太郎,44,民主,元
神奈川県15区,池田 東一郎,53,無所,新
神奈川県15区,河野 太郎,51,自民,前
神奈川県15区,沼上 徳光,28,共産,新
神奈川県16区,後藤 祐一,45,民主,前
神奈川県16区,池田 博英,52,共産,新
神奈川県16区,義家 弘介,43,自民,前
神奈川県17区,牧島 かれん,38,自民,前
神奈川県17区,吉田 福治,59,共産,新
神奈川県17区,神山 洋介,39,民主,元
神奈川県18区,北村 造,31,維新,新
神奈川県18区,樋高 剛,49,生活,元
神奈川県18区,塩田 儀夫,64,共産,新
神奈川県18区,山際 大志郎,46,自民,前
神奈川県18区,中田 宏,50,次世,前
新潟県1区,西村 智奈美,47,民主,元
新潟県1区,石崎 徹,30,自民,前
新潟県1区,町田 明広,49,共産,新
新潟県2区,五位野 和夫,52,共産,新
新潟県2区,渡辺 英明,64,社民,新
新潟県2区,細田 健一,50,自民,前
新潟県2区,鷲尾 英一郎,37,民主,前
新潟県3区,伊藤 誠,40,共産,新
新潟県3区,黒岩 宇洋,48,民主,元
新潟県3区,斎藤 洋明,38,自民,前
新潟県4区,菊田 真紀子,45,民主,前
新潟県4区,西沢 博,34,共産,新
新潟県4区,金子 恵美,36,自民,前
新潟県5区,森 ゆうこ,58,生活,新
新潟県5区,長島 忠美,63,自民,前
新潟県5区,服部 耕一,45,共産,新
新潟県6区,高鳥 修一,54,自民,前
新潟県6区,高橋 ミキ子,55,共産,新
新潟県6区,梅谷 守,41,民主,新
富山県1区,田畑 裕明,41,自民,前
富山県1区,吉田 豊史,44,維新,新
富山県1区,高橋 渡,51,共産,新
富山県2区,宮腰 光寛,63,自民,前
富山県2区,東 篤,54,社民,新
富山県2区,平崎 功,58,共産,新
富山県3区,橘 慶一郎,53,自民,前
富山県3区,坂本 洋史,44,共産,新
石川県1区,亀田 良典,66,共産,新
石川県1区,馳 浩,53,自民,前
石川県1区,田中 美絵子,38,民主,元
石川県2区,佐々木 紀,40,自民,前
石川県2区,西村 祐士,60,共産,新
石川県2区,浜崎 茂,47,無所,新
石川県3区,渡辺 裕子,29,共産,新
石川県3区,近藤 和也,41,民主,元
石川県3区,北村 茂男,69,自民,前
福井県1区,鈴木 宏治,41,維新,新
福井県1区,稲田 朋美,55,自民,前
福井県1区,金元 幸枝,56,共産,新
福井県2区,辻 一憲,49,民主,新
福井県2区,高木 毅,58,自民,前
福井県2区,宇野 邦弘,63,共産,新
山梨県1区,中島 克仁,47,民主,前
山梨県1区,遠藤 昭子,63,共産,新
山梨県1区,宮川 典子,35,自民,前
山梨県2区,秋山 晃一,61,共産,新
山梨県2区,長崎 幸太郎,46,無所,前
山梨県2区,堀内 詔子,49,自民,前
長野県1区,宮沢 隆仁,59,次世,前
長野県1区,武田 良介,35,共産,新
長野県1区,篠原 孝,66,民主,前
長野県1区,小松 裕,53,自民,前
長野県2区,務台 俊介,58,自民,前
長野県2区,百瀬 智之,31,維新,前
長野県2区,下条 みつ,58,民主,元
長野県2区,清沢 達也,40,共産,新
長野県3区,木内 均,50,自民,前
長野県3区,唐沢 千晶,44,共産,新
長野県3区,井出 庸生,37,維新,前
長野県3区,寺島 義幸,61,民主,前
長野県4区,矢崎 公二,55,民主,元
長野県4区,後藤 茂之,59,自民,前
長野県4区,上田 秀昭,60,共産,新
長野県5区,中嶋 康介,37,民主,新
長野県5区,水野 力夫,34,共産,新
長野県5区,宮下 一郎,56,自民,前
岐阜県1区,野田 聖子,54,自民,前
岐阜県1区,大須賀 志津香,55,共産,新
岐阜県1区,吉田 里江,49,民主,新
岐阜県2区,棚橋 泰文,51,自民,前
岐阜県2区,森桜 房義,58,共産,新
岐阜県3区,園田 康博,47,民主,元
岐阜県3区,服部 頼義,56,共産,新
岐阜県3区,武藤 容治,59,自民,前
岐阜県4区,伊島 明博,63,共産,新
岐阜県4区,今井 雅人,52,維新,前
岐阜県4区,金子 一義,71,自民,前
岐阜県5区,鷹見 信義,68,共産,新
岐阜県5区,阿知波 吉信,51,民主,元
岐阜県5区,古屋 圭司,62,自民,前
静岡県1区,河瀬 幸代,63,共産,新
静岡県1区,上川 陽子,61,自民,前
静岡県1区,小池 政就,40,維新,前
静岡県1区,牧野 聖修,69,民主,元
静岡県2区,松尾 勉,30,民主,新
静岡県2区,井林 辰憲,38,自民,前
静岡県2区,四ツ谷 恵,62,共産,新
静岡県3区,小山 展弘,38,民主,元
静岡県3区,松浦 敏夫,62,共産,新
静岡県3区,宮沢 博行,39,自民,前
静岡県4区,杉田 保雄,68,共産,新
静岡県4区,望月 義夫,67,自民,前
静岡県4区,田村 謙治,46,民主,元
静岡県5区,細野 豪志,43,民主,前
静岡県5区,大庭 桃子,58,共産,新
静岡県5区,吉川 赳,32,自民,前
静岡県6区,勝俣 孝明,38,自民,前
静岡県6区,佐藤 龍彦,38,共産,新
静岡県6区,渡辺 周,53,民主,前
静岡県7区,野沢 正司,65,共産,新
静岡県7区,城内 実,49,自民,前
静岡県7区,松本 泰高,67,民主,新
静岡県8区,源馬 謙太郎,41,維新,新
静岡県8区,古橋 和大,38,無所,新
静岡県8区,塩谷 立,64,自民,前
静岡県8区,落合 勝二,70,共産,新
愛知県1区,広沢 一郎,50,諸派,新
愛知県1区,身玉山 宗三郎,41,次世,新
愛知県1区,平山 良平,66,社民,新
愛知県1区,熊田 裕通,50,自民,前
愛知県1区,吉田 統彦,40,民主,元
愛知県1区,大野 宙光,51,共産,新
愛知県2区,東郷 哲也,43,自民,前
愛知県2区,古川 元久,49,民主,前
愛知県2区,黒田 二郎,66,共産,新
愛知県3区,増田 成美,41,諸派,新
愛知県3区,石川 寿,49,共産,新
愛知県3区,池田 佳隆,48,自民,前
愛知県3区,近藤 昭一,56,民主,前
愛知県3区,井桁 亮,45,次世,新
愛知県4区,牧 義夫,56,維新,元
愛知県4区,工藤 彰三,50,自民,前
愛知県4区,高橋 祐介,36,共産,新
愛知県4区,刀禰 勝之,44,民主,新
愛知県5区,藤井 博樹,37,共産,新
愛知県5区,赤松 広隆,66,民主,前
愛知県5区,神田 憲次,51,自民,前
愛知県5区,安田 庄一,47,次世,新
愛知県6区,柳沢 けさ美,64,共産,新
愛知県6区,丹羽 秀樹,41,自民,前
愛知県6区,森本 和義,48,民主,元
愛知県7区,鈴木 淳司,56,自民,前
愛知県7区,山尾 志桜里,40,民主,元
愛知県7区,郷右近 修,36,共産,新
愛知県8区,伊藤 忠彦,50,自民,前
愛知県8区,伴野 豊,53,民主,元
愛知県8区,長友 忠弘,55,共産,新
愛知県9区,長坂 康正,57,自民,前
愛知県9区,岡本 充功,43,民主,元
愛知県9区,渡辺 裕,34,共産,新
愛知県10区,板倉 正文,56,共産,新
愛知県10区,江崎 鉄磨,71,自民,前
愛知県10区,杉本 和巳,54,無所,前
愛知県10区,小林 弘子,75,民主,新
愛知県11区,八木 哲也,67,自民,前
愛知県11区,古本 伸一郎,49,民主,前
愛知県11区,牧田 充生,60,共産,新
愛知県12区,牧野 次郎,56,共産,新
愛知県12区,重徳 和彦,43,維新,前
愛知県12区,青山 周平,37,自民,前
愛知県13区,宮地 勲,60,共産,新
愛知県13区,大西 健介,43,民主,前
愛知県13区,大見 正,56,自民,前
愛知県14区,鈴木 克昌,71,民主,前
愛知県14区,袴田 富治,62,共産,新
愛知県14区,今枝 宗一郎,30,自民,前
愛知県15区,根本 幸典,49,自民,前
愛知県15区,串田 真吾,38,共産,新
愛知県15区,関 健一郎,36,民主,新
三重県1区,川崎 二郎,67,自民,前
三重県1区,橋本 マサ子,68,共産,新
三重県1区,松田 直久,60,維新,新
三重県2区,島田 佳和,44,自民,前
三重県2区,中野 武史,40,共産,新
三重県2区,中川 正春,64,民主,前
三重県3区,嶋田 幸司,40,自民,新
三重県3区,釜井 敏行,32,共産,新
三重県3区,岡田 克也,61,民主,前
三重県4区,田村 憲久,50,自民,前
三重県4区,松木 豊年,62,共産,新
三重県5区,三ツ矢 憲生,64,自民,前
三重県5区,内藤 弘一,50,共産,新
三重県5区,藤田 大助,38,民主,元
滋賀県1区,川端 達夫,69,民主,前
滋賀県1区,佐藤 耕平,32,共産,新
滋賀県1区,大岡 敏孝,42,自民,前
滋賀県2区,田島 一成,52,民主,元
滋賀県2区,中川 睦子,56,共産,新
滋賀県2区,上野 賢一郎,49,自民,前
滋賀県3区,小川 泰江,51,民主,新
滋賀県3区,西川 仁,67,共産,新
滋賀県3区,武村 展英,42,自民,前
滋賀県4区,徳永 久志,51,民主,新
滋賀県4区,西沢 耕一,36,共産,新
滋賀県4区,武藤 貴也,35,自民,前
滋賀県4区,岩永 裕貴,41,維新,前
京都府1区,穀田 恵二,67,共産,前
京都府1区,伊吹 文明,76,自民,前
京都府1区,田坂 幾太,62,維新,新
京都府1区,平 智之,55,無所,元
京都府1区,蜷川 澄村,63,無所,新
